developers	commits	updates	class
2	50	4	less
3	68	9	less
3	186	2	less
3	84	15	less
3	67	8	less
2	105	6	less
2	119	5	less
2	114	6	less
3	41	1	less
3	58	1	less
3	55	4	less
2	57	7	less
2	132	7	less
4	62	8	less
3	86	8	less
3	75	1	less
2	70	9	less
3	97	11	less
2	44	3	less
3	94	7	less
4	50	7	less
4	100	30	less
6	94	7	less
6	60	7	less
3	18	0	less
6	147	30	less
2	29	2	less
3	69	2	less
3	123	7	less
2	64	6	less
3	32	0	less
2	81	8	less
4	113	8	less
3	75	4	less
4	74	8	less
4	198	12	less
3	106	10	less
4	97	10	less
4	47	6	less
2	44	1	less
4	64	12	less
3	110	12	less
3	67	9	less
4	81	7	less
3	29	4	less
4	50	6	less
4	81	7	less
3	39	1	less
3	70	13	less
2	85	7	less
2	81	8	less
2	133	6	less
2	56	11	less
3	92	10	less
3	25	0	less
6	73	11	less
3	50	5	less
2	83	4	less
3	84	3	less
5	36	4	less
4	95	9	less
3	71	5	less
4	58	7	less
4	108	19	less
2	136	17	less
3	10	0	less
2	74	11	less
4	58	7	less
3	86	8	less
5	75	13	less
4	103	8	less
13	70	9	less
4	74	12	less
3	27	1	less
3	41	6	less
2	103	6	less
2	43	4	less
2	61	1	less
2	57	7	less
3	20	0	less
3	21	1	less
4	60	5	less
6	113	9	less
6	91	10	less
3	49	5	less
3	49	5	less
6	79	10	less
2	51	7	less
3	83	6	less
2	54	5	less
2	65	9	less
6	88	8	less
6	103	30	less
3	81	7	less
3	17	2	less
3	57	4	less
3	48	1	less
2	36	5	less
3	65	5	less
2	93	17	less
3	69	5	less
2	120	8	less
2	90	27	less
3	52	7	less
3	130	7	less
2	61	7	less
6	53	6	less
3	56	5	less
4	51	7	less
4	54	6	less
3	68	9	less
2	95	2	less
3	51	4	less
2	143	14	less
3	151	17	less
2	66	5	less
2	193	7	less
3	60	6	less
2	51	7	less
2	127	9	less
3	42	1	less
2	124	14	less
2	62	7	less
3	108	9	less
4	52	8	less
2	77	8	less
2	18	1	less
2	79	8	less
3	60	4	less
2	38	5	less
4	87	15	less
4	77	12	less
4	41	7	less
3	59	4	less
6	140	10	less
4	43	7	less
4	82	7	less
2	39	2	less
4	93	10	less
3	193	3	less
3	36	1	less
2	71	10	less
2	31	5	less
2	92	5	less
6	86	9	less
4	34	6	less
3	39	0	less
3	94	4	less
6	103	15	less
4	135	9	less
3	75	1	less
6	62	9	less
6	64	12	less
2	119	3	less
3	75	0	less
2	55	8	less
4	138	16	less
3	32	0	less
4	50	5	less
4	71	8	less
10	41	2	less
2	50	3	less
2	54	5	less
2	78	6	less
2	79	5	less
2	73	14	less
2	78	6	less
5	55	3	less
3	42	13	less
2	49	10	less
3	72	6	less
4	90	8	less
6	121	21	less
3	91	7	less
4	84	8	less
3	45	0	less
2	99	11	less
4	53	5	less
6	46	9	less
2	21	4	less
2	41	4	less
2	44	7	less
2	69	9	less
2	47	7	less
4	107	12	less
7	67	13	less
3	64	8	less
2	77	11	less
3	32	1	less
6	107	10	less
6	95	9	less
2	92	5	less
3	29	3	less
4	66	6	less
2	68	4	less
2	64	10	less
2	46	7	less
3	68	7	less
3	40	2	less
4	55	8	less
3	45	4	less
2	55	8	less
3	58	8	less
3	53	1	less
4	31	5	less
3	66	5	less
4	57	8	less
3	60	5	less
4	89	6	less
3	83	7	less
2	48	5	less
4	94	13	less
3	103	5	less
2	59	5	less
2	48	5	less
2	46	2	less
7	108	14	less
3	89	9	less
3	42	1	less
2	74	7	less
4	97	13	less
6	135	9	less
4	144	27	less
2	50	4	less
3	27	0	less
6	92	19	less
6	50	8	less
3	86	5	less
3	50	5	less
4	90	5	less
4	44	5	less
2	72	7	less
4	59	7	less
3	82	0	less
2	26	0	less
3	80	11	less
2	144	12	less
4	63	10	less
2	78	5	less
2	91	7	less
3	133	13	less
6	104	9	less
3	35	0	less
3	79	12	less
4	128	12	less
3	67	4	less
3	64	6	less
7	113	18	less
4	162	19	less
3	9	0	less
3	56	5	less
6	72	9	less
3	72	10	less
2	77	14	less
3	55	22	less
4	84	6	less
4	36	10	less
2	63	9	less
2	46	7	less
6	139	13	less
2	44	4	less
2	53	8	less
3	45	0	less
2	112	9	less
2	50	3	less
3	38	1	less
9	158	14	less
2	78	5	less
9	218	19	less
3	91	1	less
2	83	4	less
3	126	1	less
3	37	0	less
2	100	10	less
3	42	2	less
3	61	6	less
2	45	4	less
3	58	7	less
4	91	7	less
4	113	12	less
6	177	5	less
3	86	12	less
3	61	1	less
2	61	5	less
3	56	4	less
6	91	6	less
3	33	1	less
2	75	8	less
2	72	7	less
3	70	13	less
2	37	7	less
6	93	10	less
3	64	3	less
3	54	2	less
3	65	4	less
3	57	3	less
2	53	5	less
7	56	23	less
2	174	8	less
2	31	5	less
2	68	5	less
4	199	9	less
2	102	15	less
6	72	2	less
3	58	2	less
2	40	5	less
2	47	5	less
6	67	9	less
4	84	8	less
2	115	6	less
2	101	8	less
2	67	5	less
2	172	5	less
2	57	6	less
3	54	0	less
3	64	5	less
2	79	10	less
2	103	6	less
4	77	5	less
3	59	9	less
2	51	6	less
4	28	8	less
6	61	6	less
3	77	13	less
3	13	0	less
4	87	9	less
4	73	6	less
2	45	6	less
6	65	10	less
3	54	1	less
3	41	4	less
2	43	7	less
3	108	7	less
3	35	1	less
3	81	3	less
3	70	6	less
2	127	7	less
5	34	4	less
6	128	15	less
3	70	2	less
3	82	9	less
9	125	16	less
3	32	3	less
3	32	1	less
2	54	1	less
4	64	7	less
4	67	12	less
2	49	0	less
2	45	5	less
3	47	2	less
2	112	5	less
2	30	4	less
2	45	2	less
2	36	3	less
3	10	0	less
4	40	8	less
4	61	9	less
6	60	8	less
2	105	6	less
2	27	4	less
3	50	8	less
2	48	4	less
3	96	2	less
3	111	7	less
3	58	3	less
2	97	2	less
4	81	15	less
2	64	4	less
3	43	0	less
2	99	17	less
2	114	5	less
2	87	0	less
2	49	4	less
3	65	3	less
4	120	9	less
2	27	4	less
2	83	6	less
4	126	7	less
4	61	8	less
2	47	7	less
6	86	15	less
3	66	6	less
5	40	5	less
2	169	4	less
2	85	12	less
10	61	5	less
2	127	15	less
2	53	4	less
3	74	10	less
2	39	5	less
8	70	13	less
4	91	12	less
3	135	7	less
6	93	9	less
3	83	0	less
5	85	14	less
4	127	4	less
3	72	4	less
6	52	9	less
3	27	0	less
3	88	5	less
3	69	7	less
2	115	6	less
2	107	6	less
2	148	11	less
2	45	5	less
3	35	2	less
4	84	7	less
2	90	25	less
3	94	0	less
6	105	13	less
2	41	6	less
3	48	6	less
3	91	8	less
2	91	10	less
3	24	8	less
4	92	9	less
4	53	7	less
4	92	9	less
4	84	10	less
6	128	19	less
2	64	7	less
2	33	3	less
6	56	9	less
3	92	12	less
6	79	16	less
3	123	11	less
6	128	9	less
2	80	4	less
6	198	14	less
3	21	1	less
4	63	8	less
4	126	6	less
3	135	0	less
4	83	26	less
2	42	2	less
3	52	6	less
2	88	1	less
3	59	6	less
3	48	5	less
2	46	1	less
3	32	0	less
3	42	12	less
2	47	2	less
3	145	11	less
3	77	12	less
4	67	11	less
2	96	6	less
4	81	10	less
4	95	12	less
4	66	9	less
3	70	5	less
3	90	4	less
3	55	5	less
3	40	5	less
7	97	16	less
3	31	2	less
6	82	9	less
6	63	3	less
3	50	8	less
3	76	7	less
3	10	0	less
4	52	8	less
3	93	21	less
2	69	4	less
6	67	7	less
3	67	3	less
2	43	5	less
3	74	1	less
6	113	16	less
4	46	11	less
3	59	6	less
3	24	3	less
2	117	19	less
4	90	9	less
2	56	5	less
4	89	15	less
3	100	13	less
3	85	9	less
3	31	0	less
3	46	4	less
7	126	18	less
3	20	1	less
2	68	9	less
3	20	1	less
3	96	11	less
2	28	4	less
3	65	7	less
5	41	4	less
2	39	4	less
2	49	4	less
2	75	5	less
4	206	12	less
3	51	4	less
2	48	4	less
3	32	1	less
2	54	5	less
4	91	15	less
3	61	9	less
3	18	1	less
6	63	6	less
2	61	5	less
3	39	1	less
2	181	6	less
4	58	8	less
2	53	1	less
4	53	7	less
2	33	1	less
4	116	16	less
4	71	4	less
4	96	7	less
4	28	2	less
6	125	16	less
2	41	1	less
4	77	5	less
3	53	5	less
4	65	9	less
2	104	6	less
4	61	5	less
2	91	6	less
2	54	5	less
3	42	2	less
4	72	5	less
2	146	17	less
2	57	5	less
2	89	11	less
3	93	1	less
2	44	4	less
5	111	12	less
3	40	4	less
2	136	19	less
3	64	9	less
3	34	1	less
4	39	4	less
2	32	4	less
4	47	6	less
3	14	0	less
6	136	14	less
2	64	5	less
3	37	1	less
4	76	5	less
3	63	8	less
3	24	4	less
8	202	16	less
4	89	4	less
2	52	3	less
4	90	9	less
6	116	7	less
2	131	15	less
2	100	17	less
2	129	12	less
3	115	9	less
2	64	10	less
3	103	5	less
4	37	5	less
2	32	5	less
2	52	5	less
2	43	6	less
2	103	18	less
3	51	4	less
2	38	4	less
3	45	0	less
6	60	8	less
3	84	12	less
4	2	1	less
7	134	1	less
3	35	1	less
3	70	1	less
4	37	6	less
4	65	8	less
4	86	12	less
3	41	3	less
2	71	5	less
3	36	4	less
3	58	5	less
3	68	7	less
3	47	6	less
3	96	1	less
4	67	9	less
3	9	1	less
2	94	9	less
2	82	4	less
4	38	7	less
8	107	12	less
2	99	21	less
3	18	1	less
3	68	12	less
3	64	1	less
2	73	5	less
2	51	1	less
11	70	7	less
2	34	5	less
2	31	4	less
3	114	1	less
3	42	0	less
2	77	5	less
26	39	7	less
2	78	6	less
3	20	1	less
3	43	3	less
2	54	5	less
3	38	1	less
2	73	8	less
2	94	15	less
3	11	0	less
3	46	3	less
3	86	14	less
3	32	0	less
6	130	16	less
2	69	16	less
4	57	5	less
4	23	7	less
3	69	4	less
3	14	1	less
4	73	8	less
3	46	6	less
3	62	1	less
3	86	14	less
3	83	2	less
2	71	4	less
2	39	6	less
3	28	3	less
2	81	4	less
3	68	12	less
3	60	7	less
3	83	1	less
2	67	9	less
2	54	10	less
4	91	10	less
2	48	4	less
4	93	21	less
2	99	7	less
5	152	10	less
3	64	6	less
2	96	8	less
2	69	11	less
2	21	4	less
6	70	8	less
4	70	4	less
3	48	5	less
3	42	3	less
3	54	1	less
2	48	5	less
3	62	7	less
3	55	9	less
10	53	5	less
4	52	7	less
2	119	14	less
3	52	5	less
3	26	1	less
2	69	7	less
2	113	14	less
3	35	5	less
3	18	0	less
3	63	2	less
3	107	3	less
4	59	7	less
4	65	9	less
3	117	12	less
3	39	1	less
3	42	12	less
2	179	18	less
4	36	5	less
2	103	6	less
2	35	6	less
3	64	2	less
4	82	7	less
2	29	0	less
4	73	9	less
3	39	2	less
3	63	8	less
3	45	0	less
3	33	4	less
3	49	5	less
2	64	4	less
4	70	12	less
3	40	0	less
3	58	2	less
4	109	12	less
7	115	13	less
4	104	27	less
2	30	4	less
4	76	4	less
3	119	1	less
3	64	7	less
2	122	6	less
5	72	9	less
5	207	19	less
2	31	2	less
4	82	10	less
2	56	6	less
4	26	4	less
3	94	2	less
3	12	0	less
2	93	5	less
3	87	11	less
4	85	10	less
4	34	9	less
2	121	12	less
2	152	17	less
2	85	17	less
4	74	0	less
4	108	15	less
6	124	12	less
2	73	4	less
2	118	6	less
2	28	0	less
2	36	5	less
2	196	7	less
2	50	7	less
2	56	5	less
2	30	5	less
2	45	6	less
2	40	5	less
3	18	0	less
6	112	24	less
2	60	6	less
4	62	7	less
6	75	9	less
11	83	3	less
6	84	11	less
2	83	8	less
2	39	4	less
2	109	8	less
3	94	1	less
2	58	4	less
6	72	5	less
3	21	0	less
3	67	1	less
3	48	4	less
4	40	5	less
4	71	4	less
2	84	8	less
2	44	9	less
3	49	2	less
3	65	9	less
6	58	10	less
2	31	4	less
6	67	11	less
5	63	19	less
3	79	6	less
3	19	1	less
3	37	2	less
4	25	4	less
2	64	7	less
3	57	4	less
4	93	10	less
3	49	3	less
5	68	5	less
3	58	5	less
4	77	7	less
4	86	9	less
3	55	4	less
5	95	4	less
8	53	9	less
3	23	0	less
4	59	5	less
4	57	6	less
2	70	5	less
3	34	2	less
5	82	14	less
3	46	2	less
2	139	7	less
2	67	6	less
4	82	7	less
2	46	4	less
3	66	5	less
4	46	8	less
2	78	5	less
3	49	1	less
3	51	9	less
6	119	16	less
3	36	4	less
4	80	5	less
3	77	8	less
3	15	3	less
3	53	7	less
11	189	10	less
2	193	6	less
3	42	1	less
3	10	0	less
2	30	5	less
3	37	0	less
5	109	17	less
2	133	6	less
3	67	7	less
4	47	5	less
3	51	3	less
3	66	5	less
2	50	5	less
2	54	6	less
3	35	0	less
3	18	3	less
2	114	7	less
3	100	13	less
3	48	5	less
3	81	8	less
4	42	5	less
3	15	1	less
2	181	5	less
4	58	7	less
2	56	7	less
4	70	6	less
2	48	2	less
2	58	5	less
6	94	15	less
4	46	8	less
2	114	4	less
10	37	3	less
6	120	15	less
2	35	4	less
4	76	5	less
3	31	1	less
2	48	6	less
3	49	0	less
3	67	1	less
2	70	0	less
4	71	11	less
3	43	3	less
2	73	10	less
2	86	12	less
3	37	3	less
3	30	1	less
4	126	19	less
2	76	5	less
3	58	5	less
2	45	7	less
3	71	7	less
2	83	7	less
4	81	16	less
3	42	4	less
2	63	8	less
4	97	5	less
4	32	6	less
4	18	7	less
3	49	1	less
4	72	7	less
3	41	1	less
2	77	18	less
3	91	1	less
2	39	4	less
2	49	4	less
2	78	5	less
4	29	4	less
2	115	4	less
3	53	6	less
3	39	5	less
3	97	15	less
3	10	1	less
3	39	2	less
2	64	8	less
4	85	8	less
11	115	8	less
3	51	2	less
2	71	12	less
3	51	3	less
2	75	15	less
2	54	5	less
3	158	0	less
2	103	18	less
2	20	3	less
3	81	10	less
3	96	11	less
2	71	11	less
2	92	18	less
4	59	9	less
5	202	11	less
6	57	10	less
2	69	4	less
2	77	11	less
2	113	5	less
3	30	2	less
2	68	5	less
5	97	17	less
2	82	6	less
2	65	8	less
3	47	6	less
3	70	1	less
6	115	8	less
2	108	17	less
3	34	3	less
2	77	10	less
6	138	23	less
4	65	8	less
2	58	11	less
3	50	6	less
3	49	0	less
3	51	10	less
3	51	10	less
4	91	38	less
3	41	1	less
3	142	0	less
2	74	4	less
2	70	5	less
8	143	13	less
2	66	7	less
3	54	6	less
2	56	8	less
2	121	11	less
2	85	15	less
21	108	13	less
4	56	5	less
4	51	5	less
2	122	10	less
4	42	9	less
3	57	6	less
2	56	6	less
3	41	6	less
4	51	5	less
3	10	1	less
3	107	1	less
3	44	0	less
3	47	3	less
2	52	5	less
3	52	9	less
3	44	0	less
2	56	6	less
3	75	2	less
3	35	1	less
3	48	0	less
2	86	12	less
3	54	2	less
2	133	6	less
4	79	12	less
3	41	6	less
3	71	2	less
3	108	14	less
3	45	4	less
4	34	4	less
2	73	6	less
2	49	7	less
3	70	1	less
3	72	10	less
3	43	1	less
2	60	10	less
2	88	7	less
10	130	11	less
4	50	11	less
2	84	5	less
4	131	7	less
4	38	7	less
2	86	10	less
2	45	7	less
3	30	1	less
2	64	8	less
3	68	7	less
2	46	4	less
4	94	8	less
2	145	16	less
4	40	7	less
2	55	8	less
4	94	4	less
3	47	1	less
2	94	9	less
2	67	1	less
10	116	3	less
2	35	2	less
2	59	5	less
3	58	4	less
3	65	1	less
2	36	2	less
2	61	8	less
5	121	14	less
6	54	8	less
4	191	6	less
2	36	1	less
4	32	5	less
2	47	6	less
4	139	11	less
3	54	2	less
3	39	1	less
4	37	4	less
3	56	1	less
3	150	2	less
2	19	0	less
3	86	11	less
10	43	7	less
4	72	10	less
3	78	1	less
2	22	0	less
2	84	12	less
2	128	15	less
3	34	4	less
10	94	10	less
4	42	6	less
3	91	2	less
5	47	4	less
2	70	7	less
4	59	7	less
3	24	1	less
3	52	0	less
3	125	1	less
3	72	9	less
11	68	4	less
3	9	1	less
6	75	8	less
2	97	5	less
2	92	14	less
3	74	6	less
2	31	4	less
2	83	7	less
3	75	2	less
2	43	5	less
4	86	8	less
3	30	3	less
6	45	6	less
2	48	6	less
3	185	1	less
2	95	15	less
2	91	5	less
2	60	8	less
3	28	0	less
6	52	4	less
3	61	4	less
3	211	15	less
2	77	9	less
2	59	10	less
3	75	1	less
11	28	2	less
3	51	4	less
4	44	6	less
3	40	3	less
2	56	5	less
3	15	1	less
3	52	6	less
3	118	11	less
4	22	4	less
2	143	10	less
2	94	16	less
4	13	1	less
2	45	5	less
3	91	4	less
3	45	0	less
3	64	3	less
4	24	6	less
2	99	21	less
3	53	1	less
2	49	4	less
4	52	5	less
2	223	17	less
3	15	0	less
3	45	7	less
2	89	9	less
6	62	8	less
3	92	1	less
2	44	4	less
6	78	7	less
3	79	2	less
3	55	0	less
2	81	12	less
2	43	5	less
2	20	3	less
4	77	11	less
2	78	4	less
3	13	0	less
3	34	4	less
3	36	4	less
3	49	3	less
3	69	1	less
4	63	9	less
2	64	14	less
2	77	9	less
4	81	5	less
2	99	14	less
2	79	9	less
2	40	5	less
3	82	2	less
4	94	21	less
3	69	6	less
3	57	6	less
3	51	7	less
4	82	7	less
2	46	4	less
2	53	5	less
3	25	2	less
3	107	7	less
2	78	11	less
3	50	7	less
3	55	1	less
2	76	4	less
2	45	4	less
2	64	16	less
3	85	1	less
2	71	11	less
2	94	4	less
4	49	7	less
2	47	4	less
2	91	20	less
3	63	4	less
2	61	7	less
4	38	4	less
2	27	5	less
2	55	6	less
2	37	2	less
2	52	4	less
3	80	6	less
3	31	0	less
2	68	10	less
2	40	7	less
2	53	4	less
3	79	6	less
4	99	18	less
2	54	10	less
2	53	7	less
3	72	15	less
3	50	2	less
2	81	6	less
2	20	0	less
4	26	7	less
3	53	3	less
2	47	5	less
3	20	1	less
2	35	5	less
2	31	1	less
2	54	5	less
2	43	5	less
8	222	23	less
3	78	4	less
4	66	7	less
4	157	19	less
5	67	10	less
2	60	12	less
4	36	9	less
2	108	9	less
3	72	4	less
2	48	6	less
6	62	8	less
3	47	0	less
3	76	12	less
2	68	11	less
2	58	6	less
3	66	4	less
8	162	20	less
3	140	12	less
3	43	11	less
3	64	8	less
3	22	0	less
3	27	2	less
2	86	7	less
3	29	1	less
3	62	7	less
3	38	0	less
3	21	1	less
4	106	9	less
3	28	0	less
2	81	8	less
3	57	7	less
2	35	4	less
2	21	1	less
11	65	5	less
2	112	13	less
3	134	0	less
3	37	1	less
4	79	6	less
2	79	4	less
2	67	6	less
2	71	11	less
3	61	7	less
3	34	2	less
2	65	5	less
2	56	4	less
2	19	3	less
2	73	6	less
2	37	4	less
3	12	1	less
2	122	11	less
3	35	5	less
3	59	0	less
2	173	5	less
2	77	10	less
4	36	4	less
3	81	11	less
3	50	6	less
3	51	5	less
2	44	4	less
2	70	1	less
3	64	1	less
11	114	10	less
3	83	0	less
3	32	1	less
2	103	5	less
4	88	5	less
8	120	12	less
4	89	6	less
2	44	5	less
6	209	17	less
3	34	1	less
3	67	11	less
2	121	9	less
2	30	5	less
3	106	1	less
3	21	1	less
3	71	7	less
2	43	4	less
2	50	1	less
2	60	14	less
2	73	5	less
3	51	10	less
2	55	4	less
2	87	13	less
2	81	5	less
3	114	3	less
2	74	9	less
3	117	9	less
3	49	3	less
3	67	4	less
2	42	4	less
3	68	12	less
3	30	0	less
2	86	17	less
3	70	8	less
2	121	8	less
6	69	7	less
3	114	7	less
3	121	6	less
2	92	12	less
3	95	1	less
3	105	9	less
3	63	8	less
4	62	4	less
2	85	5	less
2	59	4	less
2	86	11	less
4	101	6	less
2	46	4	less
10	73	11	less
6	75	10	less
2	78	14	less
4	52	9	less
3	19	0	less
2	120	15	less
2	58	3	less
4	87	12	less
3	55	2	less
3	41	0	less
10	58	9	less
4	87	11	less
2	104	14	less
6	87	10	less
3	80	6	less
2	76	12	less
3	55	6	less
8	178	10	less
4	104	8	less
4	108	13	less
3	49	0	less
2	81	7	less
4	59	8	less
3	63	1	less
3	41	4	less
3	64	6	less
2	50	8	less
5	141	13	less
2	69	8	less
3	59	6	less
2	69	18	less
4	125	5	less
6	64	9	less
3	71	10	less
3	60	0	less
2	29	1	less
4	120	5	less
3	57	4	less
4	64	9	less
2	62	6	less
3	58	6	less
4	53	5	less
3	29	6	less
3	47	0	less
4	35	4	less
3	21	1	less
4	119	10	less
2	101	5	less
4	76	9	less
2	115	6	less
3	61	0	less
2	52	6	less
3	63	12	less
4	46	7	less
2	109	13	less
4	94	19	less
3	160	1	less
3	57	2	less
5	26	2	less
2	26	4	less
4	133	23	less
3	67	1	less
2	190	16	less
2	95	14	less
2	78	6	less
3	99	7	less
2	73	18	less
3	166	2	less
2	51	4	less
3	21	2	less
4	60	10	less
3	71	6	less
2	48	6	less
3	49	2	less
2	45	5	less
3	158	1	less
4	116	12	less
3	56	7	less
2	69	10	less
4	126	8	less
2	25	3	less
2	60	7	less
3	67	6	less
3	52	6	less
2	77	8	less
10	35	3	less
3	65	6	less
3	51	7	less
2	38	4	less
2	33	1	less
2	67	5	less
2	64	5	less
3	35	0	less
3	40	0	less
3	29	4	less
3	57	4	less
3	53	3	less
3	58	5	less
3	78	3	less
3	54	2	less
3	70	2	less
4	105	23	less
4	31	5	less
3	52	3	less
3	11	0	less
2	53	5	less
4	138	2	less
3	36	5	less
3	26	0	less
3	47	1	less
3	45	0	less
5	79	9	less
2	49	5	less
2	144	11	less
2	21	4	less
3	122	3	less
2	125	7	less
3	53	6	less
3	99	10	less
6	22	2	less
2	31	6	less
3	26	1	less
3	51	2	less
3	36	2	less
3	39	3	less
2	51	4	less
2	85	7	less
2	53	4	less
3	65	4	less
6	60	8	less
3	74	1	less
2	28	4	less
3	90	1	less
4	113	5	less
2	58	6	less
2	55	6	less
2	22	4	less
2	52	8	less
5	106	9	less
2	20	4	less
3	19	0	less
6	77	11	less
6	74	11	less
2	65	4	less
2	30	0	less
2	63	4	less
2	143	27	less
3	76	1	less
3	77	15	less
4	84	11	less
3	70	7	less
3	95	21	less
4	112	5	less
6	66	5	less
2	21	3	less
2	24	12	less
3	44	4	less
3	41	4	less
2	92	6	less
3	166	1	less
2	68	9	less
3	92	1	less
2	35	2	less
3	65	5	less
3	39	6	less
2	219	19	less
2	23	11	less
4	76	4	less
8	129	12	less
4	65	4	less
3	50	1	less
4	98	4	less
3	35	1	less
2	100	4	less
3	92	3	less
3	76	2	less
4	44	6	less
4	58	7	less
2	34	3	less
4	116	9	less
2	83	10	less
4	82	15	less
3	52	1	less
4	112	5	less
4	81	20	less
2	54	5	less
3	31	0	less
2	76	7	less
2	82	7	less
2	81	7	less
4	77	9	less
3	82	1	less
2	94	5	less
2	73	10	less
3	47	5	less
4	26	7	less
4	50	8	less
2	64	5	less
4	59	7	less
4	88	20	less
4	40	5	less
2	78	11	less
2	53	4	less
2	54	4	less
2	57	7	less
2	68	4	less
2	122	6	less
3	82	7	less
3	76	8	less
2	39	4	less
3	115	6	less
2	94	9	less
2	38	4	less
3	26	1	less
3	57	0	less
3	94	11	less
2	68	5	less
3	63	3	less
3	48	3	less
4	63	7	less
4	107	9	less
4	58	8	less
4	83	10	less
3	70	1	less
3	23	0	less
2	98	5	less
4	78	8	less
3	37	0	less
4	15	4	less
2	104	5	less
2	21	4	less
6	80	9	less
3	70	10	less
2	99	5	less
3	48	4	less
2	44	4	less
6	65	8	less
3	79	13	less
3	25	0	less
2	55	5	less
2	83	21	less
4	75	5	less
2	82	11	less
3	36	1	less
2	47	7	less
4	30	7	less
2	48	7	less
2	95	5	less
4	68	7	less
3	56	2	less
2	71	5	less
4	28	6	less
2	43	5	less
2	124	14	less
3	75	4	less
3	55	4	less
3	90	2	less
4	77	7	less
3	40	1	less
3	55	2	less
4	30	4	less
6	96	7	less
3	42	2	less
6	99	7	less
3	37	1	less
4	45	6	less
4	50	8	less
4	138	10	less
3	70	2	less
2	132	11	less
4	119	9	less
6	74	15	less
8	138	14	less
2	203	12	less
4	59	8	less
3	47	2	less
4	35	7	less
4	43	5	less
4	47	9	less
2	48	6	less
2	43	5	less
2	42	5	less
3	77	9	less
2	60	7	less
2	71	5	less
4	198	11	less
3	70	3	less
4	129	10	less
11	44	3	less
4	34	8	less
2	130	7	less
3	50	0	less
4	39	5	less
3	55	5	less
4	119	9	less
4	59	8	less
4	115	8	less
4	85	8	less
2	124	8	less
4	108	11	less
4	26	7	less
2	123	10	less
4	71	7	less
2	72	4	less
4	75	6	less
4	78	8	less
3	31	0	less
3	25	1	less
3	60	4	less
2	56	4	less
3	30	2	less
6	36	7	less
2	31	4	less
3	49	1	less
2	27	0	less
2	80	5	less
3	59	3	less
4	20	5	less
3	24	0	less
3	96	1	less
2	47	5	less
2	60	4	less
2	24	1	less
3	48	1	less
4	63	7	less
2	44	4	less
2	37	4	less
2	124	16	less
4	52	7	less
4	31	14	less
3	39	5	less
3	66	2	less
3	36	1	less
3	80	9	less
4	31	14	less
4	28	0	less
4	57	7	less
3	42	6	less
2	32	0	less
2	47	4	less
4	102	8	less
3	98	11	less
4	63	6	less
4	31	14	less
4	82	5	less
2	47	0	less
2	69	11	less
4	60	6	less
2	64	5	less
3	52	1	less
2	15	0	less
3	43	2	less
2	48	5	less
2	47	5	less
6	152	14	less
4	63	7	less
2	21	1	less
2	20	1	less
3	11	0	less
4	132	10	less
2	112	7	less
3	25	0	less
4	119	6	less
2	33	4	less
2	78	9	less
3	79	1	less
5	58	6	less
3	54	5	less
2	32	4	less
2	78	6	less
2	77	6	less
4	67	0	less
3	41	2	less
4	39	7	less
6	66	9	less
4	22	8	less
6	109	10	less
3	62	1	less
4	36	7	less
3	54	5	less
2	113	5	less
2	114	5	less
4	42	6	less
2	23	0	less
2	40	3	less
4	45	8	less
2	86	5	less
3	19	0	less
3	8	0	less
4	32	5	less
3	31	0	less
2	75	13	less
2	108	4	less
2	117	4	less
4	96	7	less
3	65	5	less
2	72	4	less
2	88	9	less
2	32	0	less
4	28	14	less
2	77	21	less
2	33	4	less
2	34	4	less
4	76	7	less
2	93	4	less
3	190	7	less
2	53	5	less
2	31	2	less
4	105	10	less
2	33	4	less
2	63	4	less
2	64	4	less
2	25	0	less
2	57	5	less
4	30	4	less
2	121	6	less
3	91	10	less
2	122	6	less
2	38	4	less
2	32	4	less
2	94	1	less
4	85	7	less
3	34	7	less
2	82	8	less
2	57	6	less
10	63	7	less
3	24	2	less
3	42	9	less
4	74	9	less
2	41	4	less
3	60	2	less
4	67	4	less
2	52	11	less
4	45	7	less
2	23	4	less
4	34	14	less
2	86	0	less
2	41	6	less
2	46	6	less
2	76	4	less
3	72	8	less
3	51	7	less
3	133	6	less
2	172	5	less
2	173	5	less
4	24	5	less
3	83	10	less
3	66	4	less
2	93	5	less
3	51	3	less
4	47	9	less
2	42	4	less
4	27	4	less
4	33	6	less
2	47	5	less
4	30	7	less
3	127	6	less
2	39	5	less
3	58	2	less
3	75	1	less
2	49	4	less
4	124	7	less
2	110	9	less
3	73	5	less
3	35	4	less
4	45	6	less
3	70	8	less
3	131	1	less
2	34	4	less
4	88	8	less
2	22	0	less
2	65	11	less
3	156	1	less
4	76	7	less
3	191	2	less
2	82	4	less
2	86	8	less
4	102	8	less
3	38	1	less
2	55	6	less
3	61	2	less
4	33	7	less
2	42	4	less
3	120	7	less
3	87	6	less
2	108	9	less
4	32	5	less
3	79	3	less
2	42	5	less
4	197	10	less
2	46	5	less
2	48	5	less
3	106	5	less
2	102	11	less
3	62	7	less
3	78	5	less
4	88	9	less
2	47	4	less
4	137	7	less
2	68	4	less
2	60	5	less
2	78	8	less
2	115	6	less
2	70	8	less
2	32	1	less
4	120	7	less
2	42	4	less
3	70	4	less
2	100	10	less
4	86	10	less
3	53	5	less
2	43	10	less
2	67	0	less
6	77	17	less
2	127	4	less
3	89	3	less
2	112	12	less
4	87	10	less
3	76	5	less
4	83	8	less
3	41	2	less
3	47	2	less
2	187	4	less
